Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,language,Where is your company or organization on its open source journey? (Check all that apply),,,,,,,How many people work for your company or organization?,How often does your company do the following activities?,,,,,,,What percentage of your products include open source components?,Does your company have a formal policy governing use and contribution to open source projects in the following areas?,,,,,,Does your company have an open source program (either formal or informal) or management initiative?,What are the primary responsibilities of the open source program? (Check all that apply),,,,,,,,,,,"Is the program or initiative formally structured with dedicated person-hours, reporting structure and/or job titles?",How many employees are part of your open source program?,"Where is the open source program or initiative located within the organization? If the effort is informal, answer based on who the primary organizers report to.",,What percentage of your open source program's time is spent collaborating with the following departments? (Total can equal more than 100%),,,,,,What is your role in the open source program?,,"In light of recent macroeconomic conditions, what is the likelihood that funding for your company's open source initiatives will increase or decrease in the upcoming fiscal year?",How long ago was the program established?,What are the areas where your company has most benefited from the open source program? (Check all that apply),,,,,,,,,,,,,,,What are the ways your open source program quantifies success? (Check all that apply),,,,,,,,,,,,,,,What are the top three challenges your open source program faces? (Choose three),,,,,,,,,,,"On a scale of 1-5, how business-critical is your open source program to the success of your engineering or product teams? (1 = extremely critical, 5 = not at all critical)",Does your organization use its open source program office as a way to further its strategic relationships and build partnerships?,Has the open source program had a positive impact on your company's software practices?,,When does your company plan to start a program?,"Will the program or initiative be formally structured with dedicated person-hours, reporting structure and/or job titles?","Where will the open source program or initiative be located within the organization? If the effort is informal, answer based on who the primary organizers will report to.",,What does your company aim to accomplish by starting an open source program? (Check all that apply),,,,,,,,,,,,,,,What have been the top three biggest challenges in establishing an open source program? (Choose three),,,,,,,,,,,,,Why doesn't your company have an open source program? (Check all that apply),,,,,,,,,,,Would your company benefit from an open source program?,How would you approach creating an open source program within your organization?,What are the top three ways your company would benefit from an open source program? (Choose three),,,,,,,,,,,,,,,Why not?,,,,,,,,,,"If yes, please provide one or two specific examples.",,"The following list represents a range of large companies that participate in open source communities. To what degree do you perceive each of them to be ""good open source community citizens""ù in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?",,,,,,,,,,,"Excluding the aforementioned companies, please nominate up to three technology or software companies that exemplify good open source community citizenship in terms of contributions, collaboration and leadership on projects and initiatives within the open source ecosystems?",,,"Excluding the aforementioned companies, please nominate up to three non-technology or software companies ñ so-called end users ñ that exemplify good open source community citizenship in terms of contributions, collaboration and leadership on projects and initiatives within the open source ecosystems?",,,"To what degree does a company's participation in, and contributions to, the open source community influence your organization's buying decisions?","In the last five years, has anyone in your organization included participation in open source ecosystems as criteria for the following?",,,"If your organization has assessed vendor, supplier or partner participation in open source ecosystems, what were the criteria or metrics used to evaluate performance? What would you tell your peers seeking to conduct similar evaluations?","Is your company a member or sponsor of an open source foundation(s)? (e.g., Linux Foundation, Apache Software Foundation, Eclipse Foundation, OpenJS Foundation)",How valuable is the support and return on your investment you have received from these open source foundations?,How many open source projects does your company maintain?,How many developers (full time or part time) in your organization contribute to open source projects you depend on?,How often does your average application development team release code into production?,Does your company require a Contributor License Agreement (CLA) for external contributions to your open source projects?,What is the preferred license for your company's open source projects?,,Which of the following tools and methodologies does your organization utilize for open source compliance?,,,,,,,,,,,,,,,,,,,,,Does the information security function within your organization access data from software composition analysis tools that are used for automated open source compliance?,What kinds of tools does your company use to manage open source code repositories? (Check all that apply),,,,,,Which technology area does your company focus its open source activities on? (Check all that apply),,,,,,,,,,,,,,,Which category most closely defines your role?,What industry vertical is your company in?,What is the name of your organization? (This information will not be published),"If you are interested in participating in an in-depth interview, please provide us with your name, email address, and the name of your organization.",,,Source for OSPO Survey,What is the name of your organization? (This information will not be published),What industry vertical is your company in?,How many people work for your company or organization?,RC-Use in Company Analysis,"RC-More than 1,000 employees",Nomination 1,Nomination 2,Nomination 3,Nomination 1,Nomination 2,Nomination 3,Adobe,AMD,Alibaba or Alibaba Cloud,Apple,Arm,AT&T,Canonical,CapitalOne,Cloudera,Confluent,Collabora,Digital Ocean,Docker,Elastic,GitHub,GitLab,Grafana Labs,HashiCorp,Huawei,Intel,Lyft,MongoDB,Mozilla,Netflix,Oracle,Rancher (not SUSE),Shopify,Spotify,SUSE,Tesla,Twitter,Wikipedia,Zalando,BMW,CloudBees,Cockroach Labls,CSDN,Intuit,Orange,Salesforce.com,Synopsys,Walmart,Zabbix
Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,language,Consuming open source code in products or services,Contributing to upstream open source projects,Influencing open source projects via leadership or maintainer roles,Initiating or releasing open source projects,Collaborating with peers across open source projects and/or foundations,Not involved in open source,Don't know,Response,Contribute code upstream,Use open source code for noncommercial or internal reasons,Use open source code in commercial products,Recruit and hire developers to work on open source projects,Train developers to contribute to open source projects,Create its own open source projects,Attend and speak at open source events or conferences,Response,Use of open source code in products (dependencies),Allowing employees to contribute to non-work-related open source projects in their personal time,Releasing open source code or projects,Contributing upstream to open source projects,"Sponsoring open source projects, events or foundations",What are there other aspects of your formal policy that arewe looking for other aspects of what the policy covers that might not be listed in the above choices?  I think if worded more specifically you might get better responses.,Response,Owning and overseeing the execution of open source strategy,Clearly communicating the open source strategy within and outside the company,Facilitating the effective use of open source in commercial products and services,Ensuring high-quality and frequent releases of code to open source communities,Engaging with developer communities so the company contributes back to other projects effectively,Fostering an open source culture within an organization,Maintaining open source license compliance reviews and oversight,Launching new open source projects,"Selecting and/or setting up infrastructure and tooling for open source use, contribution and creation","Developing and delivering open source training, resources and documentation",Other (please explain),Response,Response,Response,Other (please specify),Engineering,IT,Legal,Security,Upstream open source projects,Other (please specify),Response,Other (please specify),Response,Response,Increased developer recruitment and retention,Increased speed and agility in the development cycle,Better license compliance,Lower licensing fees,Lower support costs,More influence in open source communities,Increased contributions to in-house open source projects from external or third-party contributors,More awareness of open source use and commercial dependencies,Increased market adoption of open source projects,Increased participation in external open source projects,Faster time to market with new products,Increased innovation,"Culture change, with improved interaction among departments",Better security testing and vulnerability management,Other (please specify),Fewer license violations,Faster compliance process,Volume of upstream code contributions,Number of open source projects initiated,Number of contributors,Market adoption or use of projects,"Developer velocity, efficiency, and/or productivity",Developer hiring and onboarding,Reach in open source communities,Frequency of dependency updates,Mean time to detect vulnerabilities,Time to market with new products,Project code quality,Cost savings,Other (please specify),Finding and recruiting open source developers,Ability to influence open source projects,Executive awareness and support,"Insufficient budget, program costs",Internal awareness of the program,External awareness (marketing and communications),License compliance overhead,Getting teams on board with compliance and security approaches,Vulnerability monitoring and remediation,Tracking metrics and performance,Tool selection and adoption,Response,Response,Response,Other (please specify),Response,Response,Response,Other (please specify),Increased developer recruitment and retention,Increased speed and agility in development cycle,Better license compliance,Lower licensing fees,Lower support costs,More influence in open source communities,Increased contributions to in-house open source projects from external or third-party contributors,More awareness of open source use and commercial dependencies,Increased market adoption of open source projects,Increased participation in external open source projects,Faster time to market with new products,Increased innovation,"Culture change, with improved interaction among departments",Better security testing and vulnerability management,Other (please specify),Strategy: planning or knowing how to approach it,Finding an open source program manager,Finding legal staff with open source expertise,Setting an open source policy,Getting executive support and buy-in,Getting engineering support and buy-in,Setting a budget and estimating program costs,Assessing or quantifying existing open source use and contribution,Resources required to perform license compliance,Finding commercial dependencies,Tool selection,Other (please specify),Other (please specify),"Used to have one, but it ended",Have never heard of an open source program,Haven't considered it,Don't use or participate in open source,Organization is too small to need one,Organization's open source use and participation is too small to need one,Don't see the business value,Don't want to regulate or standardize open source practices,Time or resource constraints,Want one but can't justify it,Other (please specify),Response,Open-Ended Response,Increased developer recruitment and retention,Increased speed and agility in development cycle,Better license compliance,Lower licensing fees,Lower support costs,More influence in open source communities,Increased contributions to in-house open source projects from external or third-party contributors,More awareness of open source use and commercial dependencies,Increased market adoption of open source projects,Increased participation in external open source projects,Faster time to market with new products,Increased innovation,"Culture change, with improved interaction among departments",Better security testing and vulnerability management,Other (please specify),"Used to have one, but it ended",Have never heard of an open source program,Haven't considered it,Don't use or participate in open source,Organization is too small to need one,Organization's open source use and participation is too small to need one,Don't see the business value,Don't want to regulate or standardize open source practices,I don't know,Other (please specify),Example 1,Example 2,AWS,Comcast,Facebook,Google,IBM,Microsoft,Red Hat,SAP,Uber,Verizon,VMware,Nomination 1,Nomination 2,Nomination 3,Nomination 1,Nomination 2,Nomination 3,Response,Review or audit of software and IT vendor contracts,"Decision to select a new vendor, supplier or partner",Decision to discontinue a relationship with an existing vendor supplier or partner,Open-Ended Response,Response,Response,Response,Response,Response,Response,Response,Other (please specify),ClearlyDefined,Debricked,FOSSA,FOSSology,GitHub,GitLab,JFrog,OpenChain,OSS Review Toolkit,Revenera,Snyk,Sonatype,SPDX Tools,Synopsys,Tern,Veracode,WhiteHat Security,WhiteSource,We utilize a homegrown tool or methodology for open source compliance,We do not utilize a tool or methodology for open source compliance,Other (please specify),Response,GitHub paid version,GitLab paid version,"Other vendor's paid version (e.g., Bitbucket)",Free version of a vendor solution,Homegrown solution,Other (please specify),"AI, ML, Data & Analytics",Blockchain,CI/CD & Site Reliability,Cloud,Containers & Virtualization,DevOps,IoT & Embedded,Networking & Edge,Open Hardware,Safety-Critical Systems,Security,Storage,System Administration,Web & Application Development,Other (please specify) - ORIGINAL,Response,Response,Name of Company / Organization / Institution,Name,Organization,Email,Open-Ended Response,RC- Name of Company / Organization / Institution,RC-Industry,RC- how many people,RC-Use in Company Analysis,"RC-More than 1,000 employees",Nomination 1,Nomination 2,Nomination 3,Nomination 1,Nomination 2,Nomination 3,Adobe,AMD,Alibaba or Alibaba Cloud,Apple,Arm,AT&T,Canonical,CapitalOne,Cloudera,Confluent,Collabora,Digital Ocean,Docker,Elastic,GitHub,GitLab,Grafana Labs,HashiCorp,Huawei,Intel,Lyft,MongoDB,Mozilla,Netflix,Oracle,Rancher (not SUSE),Shopify,Spotify,SUSE,Tesla,Twitter,Wikipedia,Zalando,BMW,CloudBees,Cockroach Labls,CSDN,Intuit,Orange,Salesforce.com,Synopsys,Walmart,Zabbix
12733125990,LF,6/10/2021 17:20,6/10/2021 17:34,27.211.188.225,0,,,,zh-tw,Consuming open source code in products or services,Contributing to upstream open source projects,Influencing open source projects via leadership or maintainer roles,Initiating or releasing open source projects,Collaborating with peers across open source projects and/or foundations,,,"More than 10,000",Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,41-60%,Yes,No,Yes,Yes,Yes,,Yes,,Clearly communicating the open source strategy within and outside the company,Facilitating the effective use of open source in commercial products and services,Ensuring high-quality and frequent releases of code to open source communities,Engaging with developer communities so the company contributes back to other projects effectively,Fostering an open source culture within an organization,Maintaining open source license compliance reviews and oversight,Launching new open source projects,"Selecting and/or setting up infrastructure and tooling for open source use, contribution and creation",,,Yes,2-4,Office of the CTO,,Don't know,21-40%,Less than 20%,Less than 20%,Don't know,,Executive leadership or oversight (program manager reports to me),"???????? (Head of open source office)
",Very likely to decrease,0-2 years,,Increased speed and agility in the development cycle,Better license compliance,,,More influence in open source communities,Increased contributions to in-house open source projects from external or third-party contributors,More awareness of open source use and commercial dependencies,,Increased participation in external open source projects,,,"Culture change, with improved interaction among departments",,,,Faster compliance process,Volume of upstream code contributions,Number of open source projects initiated,Number of contributors,,,,Reach in open source communities,,,,,Cost savings,,,,,"Insufficient budget, program costs",Internal awareness of the program,External awareness (marketing and communications),,,,,,2 ñ Very critical,Yes,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail,"1,001-10,000",y-2,y,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12734044953,LF,6/10/2021 21:49,6/10/2021 22:00,223.104.39.92,0,,,,zh-tw,Consuming open source code in products or services,Contributing to upstream open source projects,,Initiating or releasing open source projects,Collaborating with peers across open source projects and/or foundations,,,"More than 10,000",Sometimes,Frequently,Frequently,Rarely,Sometimes,Frequently,Sometimes,61-80%,Yes,Yes,Yes,Yes,Yes,,Yes,Owning and overseeing the execution of open source strategy,,Facilitating the effective use of open source in commercial products and services,Ensuring high-quality and frequent releases of code to open source communities,Engaging with developer communities so the company contributes back to other projects effectively,Fostering an open source culture within an organization,Maintaining open source license compliance reviews and oversight,Launching new open source projects,"Selecting and/or setting up infrastructure and tooling for open source use, contribution and creation","Developing and delivering open source training, resources and documentation",,No,1,Software engineering and development,,61-80%,Less than 20%,Less than 20%,Less than 20%,Less than 20%,,Legal compliance,,Very likely to increase,0-2 years,Increased developer recruitment and retention,Increased speed and agility in the development cycle,Better license compliance,,,More influence in open source communities,,,,Increased participation in external open source projects,Faster time to market with new products,Increased innovation,,,,Fewer license violations,,,,,,,,,,,,,,,,,,"Insufficient budget, program costs",,,License compliance overhead,,,Tracking metrics and performance,,1 ñ Extremely critical,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???????????????? (Employees are more proactive in complying with open source),???????????? (The company created more open source projects),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail,"251-1,000",y-2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12734062952,LF,6/10/2021 21:52,6/10/2021 21:55,139.159.170.4,0,,,,zh-tw,Consuming open source code in products or services,Contributing to upstream open source projects,Influencing open source projects via leadership or maintainer roles,Initiating or releasing open source projects,Collaborating with peers across open source projects and/or foundations,,,"More than 10,000",Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,81-100%,Yes,Yes,Yes,Yes,Yes,,Yes,Owning and overseeing the execution of open source strategy,Clearly communicating the open source strategy within and outside the company,Facilitating the effective use of open source in commercial products and services,Ensuring high-quality and frequent releases of code to open source communities,Engaging with developer communities so the company contributes back to other projects effectively,Fostering an open source culture within an organization,Maintaining open source license compliance reviews and oversight,Launching new open source projects,"Selecting and/or setting up infrastructure and tooling for open source use, contribution and creation","Developing and delivering open source training, resources and documentation",,Yes,10+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,001-10,000",y-2,y,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12735205113,LF,6/11/2021 4:55,6/11/2021 5:06,195.212.29.78,0,,,,zh-tw,Consuming open source code in products or services,Contributing to upstream open source projects,Influencing open source projects via leadership or maintainer roles,Initiating or releasing open source projects,Collaborating with peers across open source projects and/or foundations,,,"More than 10,000",Frequently,Frequently,Sometimes,Don't know,Don't know,Frequently,Frequently,Don't know,Yes,Yes,Yes,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't see the business value,,,,,Yes,???????????????????????????????????????????????????,,,,,Lower support costs,More influence in open source communities,,,,,Faster time to market with new products,,,,,,,,,,,,,,,,,Excellent,Above Average,Excellent,Excellent,Excellent,Excellent,Excellent,Above Average,Above Average,Above Average,Excellent,??,????,PingCAP,??,???,,Moderately influential,Don't know,Don't know,Don't know,"1 Contribution to upstream communities (including how many people participated, how many codes were submitted) 2 Engagement with the community (how many activities were organized, how many times were shared) 3 Is there an open source forward extension (e.g. college)1 ??????????????????????????  2 ?????????????????????????  3 ????????????????",Yes,Don't know,Don't know,Don't know,Weekly,Yes,Don't know,,,,,,GitHub,,,,,,,,,,,,,,,,,Don't know,GitHub paid version,,,,,,"AI, ML, Data & Analytics",Blockchain,CI/CD & Site Reliability,Cloud,Containers & Virtualization,DevOps,,Networking & Edge,,,Security,Storage,,,,Developer or software engineer,Technology (software or IT),IBM,???,IBM,devops008@sina.com,,IBM,Technology (software or IT),51-250,y-2,,Eficode,CloudBees,JFrog,Siemens,Phillip Morris,CapitalOne,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12735206912,LF,6/11/2021 4:54,6/11/2021 5:10,112.118.255.5,0,,,,zh-tw,Consuming open source code in products or services,Contributing to upstream open source projects,Influencing open source projects via leadership or maintainer roles,Initiating or releasing open source projects,Collaborating with peers across open source projects and/or foundations,,,"More than 10,000",Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,Frequently,Don't know,Yes,No,Yes,Yes,Yes,,Yes,Owning and overseeing the execution of open source strategy,Clearly communicating the open source strategy within and outside the company,Facilitating the effective use of open source in commercial products and services,,Engaging with developer communities so the company contributes back to other projects effectively,Fostering an open source culture within an organization,Maintaining open source license compliance reviews and oversight,Launching new open source projects,"Selecting and/or setting up infrastructure and tooling for open source use, contribution and creation","Developing and delivering open source training, resources and documentation",,Yes,2-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial services,"1,001-10,000",y-2,y,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12740231859,LF,6/13/2021 22:46,6/13/2021 22:47,202.246.252.105,0,,,,ja,Consuming open source code in products or services,,,,,,,"More than 10,000",Sometimes,Sometimes,Sometimes,,Sometimes,,,41-60%,,,,,,,Yes,,,,,,,,,,,,Yes,10+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Hat,IBM,Microsoft,Comcast,AT&T,TOYOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hitachi, Ltd. / OSS Solution Center",,,,,,Technology (software or IT),2-50,y-2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12740445148,LF,6/14/2021 2:22,6/14/2021 2:26,222.131.123.192,0,,,,zh-tw,Consuming open source code in products or services,Contributing to upstream open source projects,Influencing open source projects via leadership or maintainer roles,Initiating or releasing open source projects,Collaborating with peers across open source projects and/or foundations,,,"More than 10,000",Sometimes,Frequently,Frequently,Sometimes,Rarely,Frequently,Frequently,81-100%,Yes,Yes,Yes,Yes,Yes,,Yes,Owning and overseeing the execution of open source strategy,Clearly communicating the open source strategy within and outside the company,Facilitating the effective use of open source in commercial products and services,Ensuring high-quality and frequent releases of code to open source communities,Engaging with developer communities so the company contributes back to other projects effectively,Fostering an open source culture within an organization,Maintaining open source license compliance reviews and oversight,Launching new open source projects,"Selecting and/or setting up infrastructure and tooling for open source use, contribution and creation","Developing and delivering open source training, resources and documentation",,Yes,2-4,Software engineering and development,,21-40%,21-40%,21-40%,21-40%,Less than 20%,,Committee member,,Somewhat likely to increase,0-2 years,,,,,,More influence in open source communities,,,,Increased participation in external open source projects,,,,,,,,,,,,,,Reach in open source communities,,,,,,,,,,,Internal awareness of the program,,,,,,,4 ñ Not so critical,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ospo_value,,Technology (software or IT),51-250,y-2,,Twitter,Ericsson,SUSE,CapitalOne,Bank of America,Bloomberg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12742845168,LF,6/14/2021 19:56,6/14/2021 20:16,202.246.252.110,0,,,,ja,Consuming open source code in products or services,Contributing to upstream open source projects,Influencing open source projects via leadership or maintainer roles,,,,,"More than 10,000",Frequently,,Frequently,Sometimes,Frequently,Rarely,Frequently,Don't know,Yes,No,Yes,Yes,Yes,,Yes,,,Facilitating the effective use of open source in commercial products and services,,,,,,,,,Yes,10+,Software engineering and development,,21-40%,,41-60%,41-60%,41-60%,,No formal role,,Neutral,6-10 years,,,Better license compliance,,Lower support costs,,,,,,Faster time to market with new products,,"Culture change, with improved interaction among departments",,,,,,,Number of contributors,,,,,,,Time to market with new products,,Cost savings,,Finding and recruiting open source developers,Ability to influence open source projects,Executive awareness and support,,,,,,,,,2 ñ Very critical,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,Yes,,,,,Don't know,Apache 2.0,,,,,FOSSology,GitHub,GitLab,,OpenChain,,,,,,,,,,,,,,,,,,,,,"AI, ML, Data & Analytics",Blockchain,,Cloud,,,,,,,,,,,,,,,,,,,,Utilities,"1,001-10,000",y-2,y,Docker,Chef,,Netflix,CapitalOne,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12761623404,LF,6/21/2021 20:05,6/21/2021 20:11,115.38.148.86,0,,,,ja,Consuming open source code in products or services,,,,,,,2-50,Sometimes,Frequently,Sometimes,Rarely,Rarely,Rarely,Never,1-20%,Yes,Yes,Yes,Yes,Yes,,"No, but planning one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In the next year,Yes,Software engineering and development,,,,Better license compliance,Lower licensing fees,Lower support costs,,,More awareness of open source use and commercial dependencies,,,,,,,,,Finding an open source program manager,,,,,Setting a budget and estimating program costs,,,,Tool selection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excellent,Don't know,Average,Average,Average,Above Average,Average,Don't know,Don't know,Don't know,Excellent,,,,,,,Very influential,Yes,Yes,Yes,,Yes,High value,1-10,1-5,Quarterly,No,GPLv3,,,,,,GitHub,GitLab,,,,,,,,,,,,,,,,No,,,"Other vendor's paid version (e.g., Bitbucket)",,,,,,,Cloud,,,,Networking & Edge,,,,Storage,,Web & Application Development,,C-level (non-technology) management,Technology (software or IT),????????????,?????,????????????,tomoki.oi@office-tomoki.co.jp,,,,2-50,y-2,,Mozilla,HashiCorp,ThoughtWorks,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
